UF DO HOSPITAL;LOCAL_DE_INTERNAÇÃO;ANO_MÊS;CPF_DO_PACIENTE;TIPO_DE_INTERNAÇÃO;QTD_DE_DIAS;VALOR_PAGO
BAHIA;HOSPITAL X74;03/2020;123456813186;PARTO CESARIANA;2;10914,70
BAHIA;HOSPITAL X74;03/2020;123456813189;PARTO CESARIANA;3;10307,39
BAHIA;HOSPITAL X74;03/2020;123456813192;PARTO CESARIANA;2;9835,14
BAHIA;HOSPITAL X74;03/2020;123456813195;PARTO NORMAL;2;6302,96
BAHIA;HOSPITAL X74;03/2020;123456813198;PARTO NORMAL;2;8976,04
BAHIA;HOSPITAL X74;03/2020;123456813201;PARTO CESARIANA;2;8536,69
BAHIA;HOSPITAL X74;03/2020;123456813204;PARTO NORMAL;3;7577,78
BAHIA;HOSPITAL X74;03/2020;123456813207;PARTO CESARIANA;1;16382,72
BAHIA;HOSPITAL X74;03/2020;123456813210;PARTO CESARIANA;2;11381,28
BAHIA;HOSPITAL X74;03/2020;123456813213;PARTO CESARIANA;2;8732,73
BAHIA;HOSPITAL X74;03/2020;123456813216;PARTO CESARIANA;3;8470,82
BAHIA;HOSPITAL X74;03/2020;123456813219;PARTO NORMAL;2;17896,18
BAHIA;HOSPITAL X74;03/2020;123456813222;PARTO CESARIANA;2;8095,66
BAHIA;HOSPITAL X74;03/2020;123456813225;PARTO CESARIANA;2;8916,21
BAHIA;HOSPITAL X74;03/2020;123456813228;PARTO CESARIANA;2;6470,82
SAO PAULO;HOSPITAL X75;03/2020;123456813231;PARTO CESARIANA;2;8292,07
SAO PAULO;HOSPITAL X75;03/2020;123456813234;PARTO CESARIANA;2;10783,02
SAO PAULO;HOSPITAL X75;03/2020;123456813237;PARTO CESARIANA;2;9276,57
SAO PAULO;HOSPITAL X75;03/2020;123456813240;PARTO CESARIANA;4;8702,92
SAO PAULO;HOSPITAL X75;03/2020;123456813243;PARTO NORMAL;3;11161,09
SAO PAULO;HOSPITAL X75;03/2020;123456813246;PARTO CESARIANA;2;10790,22
SAO PAULO;HOSPITAL X75;03/2020;123456813249;PARTO CESARIANA;3;11599,50
SAO PAULO;HOSPITAL X75;03/2020;123456813252;PARTO CESARIANA;2;8336,07
SAO PAULO;HOSPITAL X75;03/2020;123456813255;PARTO CESARIANA;2;10675,02
SAO PAULO;HOSPITAL X75;03/2020;123456813258;PARTO CESARIANA;3;12281,65
SAO PAULO;HOSPITAL X75;03/2020;123456813261;PARTO CESARIANA;3;8702,92
SAO PAULO;HOSPITAL X75;03/2020;123456813264;PARTO CESARIANA;3;9276,57
SAO PAULO;HOSPITAL X75;03/2020;123456813267;PARTO CESARIANA;2;9276,57
SAO PAULO;HOSPITAL X75;03/2020;123456813270;PARTO NORMAL;3;8270,07
SAO PAULO;HOSPITAL X75;03/2020;123456813273;PARTO CESARIANA;2;8292,07
SAO PAULO;HOSPITAL X75;03/2020;123456813276;PARTO CESARIANA;1;11323,13
SAO PAULO;HOSPITAL X75;03/2020;123456813279;PARTO CESARIANA;1;9575,06
SAO PAULO;HOSPITAL X75;03/2020;123456813282;PARTO CESARIANA;2;8292,07
SAO PAULO;HOSPITAL X75;03/2020;123456813285;PARTO CESARIANA;2;8292,07
SAO PAULO;HOSPITAL X77;03/2020;123456813288;PARTO CESARIANA;2;7615,29
SAO PAULO;HOSPITAL X77;03/2020;123456813291;PARTO CESARIANA;2;7773,04
RIO GRANDE DO SUL;HOSPITAL X78;03/2020;123456813294;PARTO NORMAL;2;3167,84
SAO PAULO;HOSPITAL X79;03/2020;123456813297;PARTO CESARIANA;2;7609,51
SAO PAULO;HOSPITAL X79;03/2020;123456813300;PARTO CESARIANA;10;11862,91
SAO PAULO;HOSPITAL X79;03/2020;123456813303;PARTO NORMAL;2;7878,42
SAO PAULO;HOSPITAL X79;03/2020;123456813306;PARTO CESARIANA;3;11304,44
SAO PAULO;HOSPITAL X79;03/2020;123456813309;PARTO CESARIANA;1;7910,61
SAO PAULO;HOSPITAL X79;03/2020;123456813312;PARTO CESARIANA;2;7080,72
SAO PAULO;HOSPITAL X79;03/2020;123456813315;PARTO CESARIANA;2;8292,41
SAO PAULO;HOSPITAL X79;03/2020;123456813318;PARTO CESARIANA;2;7631,86
SAO PAULO;HOSPITAL X79;03/2020;123456813321;PARTO NORMAL;2;5346,23
SAO PAULO;HOSPITAL X79;03/2020;123456813324;PARTO CESARIANA;1;7599,32
SAO PAULO;HOSPITAL X8;03/2020;123456813327;PARTO CESARIANA;3;12523,22
SAO PAULO;HOSPITAL X8;03/2020;123456813330;PARTO CESARIANA;2;13142,43
SAO PAULO;HOSPITAL X8;03/2020;123456813333;PARTO CESARIANA;3;14157,43
SAO PAULO;HOSPITAL X8;03/2020;123456813336;PARTO CESARIANA;3;13520,06
SAO PAULO;HOSPITAL X8;03/2020;123456813339;PARTO NORMAL;3;14941,68
SAO PAULO;HOSPITAL X8;03/2020;123456813342;PARTO CESARIANA;3;13162,02
SAO PAULO;HOSPITAL X8;03/2020;123456813345;PARTO CESARIANA;4;11643,93
SAO PAULO;HOSPITAL X8;03/2020;123456813348;PARTO CESARIANA;2;14191,03
SAO PAULO;HOSPITAL X8;03/2020;123456813351;PARTO CESARIANA;3;13633,07
SAO PAULO;HOSPITAL X8;03/2020;123456813354;PARTO CESARIANA;3;14213,34
SAO PAULO;HOSPITAL X8;03/2020;123456813357;PARTO CESARIANA;3;13142,43
SAO PAULO;HOSPITAL X8;03/2020;123456813360;PARTO CESARIANA;3;13311,28
SAO PAULO;HOSPITAL X8;03/2020;123456813363;PARTO CESARIANA;3;13473,93
SAO PAULO;HOSPITAL X8;03/2020;123456813366;PARTO CESARIANA;3;13789,63
SAO PAULO;HOSPITAL X8;03/2020;123456813369;PARTO CESARIANA;2;12194,06
SAO PAULO;HOSPITAL X8;03/2020;123456813372;PARTO CESARIANA;3;13733,98
SAO PAULO;HOSPITAL X8;03/2020;123456813375;PARTO CESARIANA;4;41186,53
SAO PAULO;HOSPITAL X8;03/2020;123456813378;PARTO CESARIANA;3;12644,02
SAO PAULO;HOSPITAL X8;03/2020;123456813381;PARTO CESARIANA;3;13523,15
SAO PAULO;HOSPITAL X8;03/2020;123456813384;PARTO CESARIANA;4;19063,54
SAO PAULO;HOSPITAL X8;03/2020;123456813387;PARTO CESARIANA;3;14263,74
SAO PAULO;HOSPITAL X8;03/2020;123456813390;PARTO CESARIANA;5;27677,19
SAO PAULO;HOSPITAL X8;03/2020;123456813393;PARTO CESARIANA;3;13527,62
SAO PAULO;HOSPITAL X8;03/2020;123456813396;PARTO CESARIANA;3;25638,96
SAO PAULO;HOSPITAL X8;03/2020;123456813399;PARTO NORMAL;4;19164,28
SAO PAULO;HOSPITAL X8;03/2020;123456813402;PARTO CESARIANA;3;12294,09
SAO PAULO;HOSPITAL X8;03/2020;123456813405;PARTO CESARIANA;3;13241,43
SAO PAULO;HOSPITAL X8;03/2020;123456813408;PARTO CESARIANA;3;12455,36
SAO PAULO;HOSPITAL X8;03/2020;123456813411;PARTO CESARIANA;3;13359,19
SAO PAULO;HOSPITAL X8;03/2020;123456813414;PARTO CESARIANA;3;13473,93
SAO PAULO;HOSPITAL X8;03/2020;123456813417;PARTO CESARIANA;2;14014,99
SAO PAULO;HOSPITAL X8;03/2020;123456813420;PARTO CESARIANA;3;13063,02
SAO PAULO;HOSPITAL X8;03/2020;123456813423;PARTO CESARIANA;3;11885,59
SAO PAULO;HOSPITAL X8;03/2020;123456813426;PARTO CESARIANA;3;14300,88
SAO PAULO;HOSPITAL X8;03/2020;123456813429;PARTO CESARIANA;3;11295,19
SAO PAULO;HOSPITAL X8;03/2020;123456813432;PARTO NORMAL;4;23761,57
SAO PAULO;HOSPITAL X8;03/2020;123456813435;PARTO CESARIANA;3;12654,20
SAO PAULO;HOSPITAL X8;03/2020;123456813438;PARTO CESARIANA;2;13192,83
SAO PAULO;HOSPITAL X8;03/2020;123456813441;PARTO CESARIANA;3;13593,51
SAO PAULO;HOSPITAL X8;03/2020;123456813444;PARTO CESARIANA;3;13194,43
SAO PAULO;HOSPITAL X8;03/2020;123456813447;PARTO CESARIANA;3;14182,53
SAO PAULO;HOSPITAL X8;03/2020;123456813450;PARTO CESARIANA;3;13766,37
SAO PAULO;HOSPITAL X8;03/2020;123456813453;PARTO CESARIANA;3;13716,86
SAO PAULO;HOSPITAL X8;03/2020;123456813456;PARTO CESARIANA;3;13064,82
SAO PAULO;HOSPITAL X8;03/2020;123456813459;PARTO CESARIANA;3;13192,83
SAO PAULO;HOSPITAL X8;03/2020;123456813462;PARTO CESARIANA;3;14116,14
SAO PAULO;HOSPITAL X8;03/2020;123456813465;PARTO CESARIANA;2;12276,57
SAO PAULO;HOSPITAL X8;03/2020;123456813468;PARTO NORMAL;2;15816,33
SAO PAULO;HOSPITAL X8;03/2020;123456813471;PARTO CESARIANA;4;19187,07
SAO PAULO;HOSPITAL X8;03/2020;123456813474;PARTO CESARIANA;2;12733,53
SAO PAULO;HOSPITAL X8;03/2020;123456813477;PARTO CESARIANA;3;10789,80
SAO PAULO;HOSPITAL X8;03/2020;123456813480;PARTO CESARIANA;2;13142,43
SAO PAULO;HOSPITAL X8;03/2020;123456813483;PARTO CESARIANA;18;63274,04
SAO PAULO;HOSPITAL X8;03/2020;123456813486;PARTO CESARIANA;3;13812,52
SAO PAULO;HOSPITAL X8;03/2020;123456813489;PARTO CESARIANA;3;13619,97
SAO PAULO;HOSPITAL X8;03/2020;123456813492;PARTO CESARIANA;3;14962,63
SAO PAULO;HOSPITAL X8;03/2020;123456813495;PARTO CESARIANA;3;11816,43
SAO PAULO;HOSPITAL X8;03/2020;123456813498;PARTO CESARIANA;3;12010,74
SAO PAULO;HOSPITAL X8;03/2020;123456813501;PARTO CESARIANA;3;13059,62
SAO PAULO;HOSPITAL X8;03/2020;123456813504;PARTO NORMAL;3;14639,59
SAO PAULO;HOSPITAL X8;03/2020;123456813507;PARTO CESARIANA;3;14070,78
SAO PAULO;HOSPITAL X8;03/2020;123456813510;PARTO CESARIANA;4;20839,83
SAO PAULO;HOSPITAL X8;03/2020;123456813513;PARTO CESARIANA;3;13364,06
SAO PAULO;HOSPITAL X8;03/2020;123456813516;PARTO CESARIANA;3;13440,65
SAO PAULO;HOSPITAL X8;03/2020;123456813519;PARTO CESARIANA;4;21327,11
SAO PAULO;HOSPITAL X8;03/2020;123456813522;PARTO CESARIANA;3;9958,86
SAO PAULO;HOSPITAL X8;03/2020;123456813525;PARTO CESARIANA;3;12654,27
SAO PAULO;HOSPITAL X8;03/2020;123456813528;PARTO CESARIANA;4;2385,74
SAO PAULO;HOSPITAL X8;03/2020;123456813531;PARTO NORMAL;3;16652,49
SAO PAULO;HOSPITAL X8;03/2020;123456813534;PARTO CESARIANA;5;19804,75
SAO PAULO;HOSPITAL X8;03/2020;123456813537;PARTO CESARIANA;3;13139,99
SAO PAULO;HOSPITAL X8;03/2020;123456813540;PARTO CESARIANA;3;10375,12
SAO PAULO;HOSPITAL X8;03/2020;123456813543;PARTO CESARIANA;2;14049,06
SAO PAULO;HOSPITAL X8;03/2020;123456813546;PARTO CESARIANA;3;13750,52
SAO PAULO;HOSPITAL X8;03/2020;123456813549;PARTO CESARIANA;2;13537,22
SAO PAULO;HOSPITAL X8;03/2020;123456813552;PARTO CESARIANA;3;12931,50
SAO PAULO;HOSPITAL X8;03/2020;123456813555;PARTO NORMAL;3;12505,43
SAO PAULO;HOSPITAL X8;03/2020;123456813558;PARTO CESARIANA;3;14155,05
SAO PAULO;HOSPITAL X8;03/2020;123456813561;PARTO CESARIANA;3;13891,51
SAO PAULO;HOSPITAL X8;03/2020;123456813564;PARTO CESARIANA;2;14282,50
SAO PAULO;HOSPITAL X8;03/2020;123456813567;PARTO CESARIANA;3;12360,42
SAO PAULO;HOSPITAL X8;03/2020;123456813570;PARTO CESARIANA;3;13570,46
SAO PAULO;HOSPITAL X8;03/2020;123456813573;PARTO CESARIANA;3;14051,98
SAO PAULO;HOSPITAL X8;03/2020;123456813576;PARTO CESARIANA;3;17030,12
SAO PAULO;HOSPITAL X8;03/2020;123456813579;PARTO CESARIANA;4;12572,77
SAO PAULO;HOSPITAL X8;03/2020;123456813582;PARTO CESARIANA;2;15019,16
SAO PAULO;HOSPITAL X8;03/2020;123456813585;PARTO CESARIANA;3;13473,93
SAO PAULO;HOSPITAL X8;03/2020;123456813588;PARTO CESARIANA;3;12908,43
SAO PAULO;HOSPITAL X8;03/2020;123456813591;PARTO CESARIANA;3;11752,36
SAO PAULO;HOSPITAL X8;03/2020;123456813594;PARTO CESARIANA;3;14348,61
SAO PAULO;HOSPITAL X8;03/2020;123456813597;PARTO NORMAL;3;12488,55
SAO PAULO;HOSPITAL X8;03/2020;123456813600;PARTO CESARIANA;3;12526,26
SAO PAULO;HOSPITAL X8;03/2020;123456813603;PARTO CESARIANA;3;14462,96
SAO PAULO;HOSPITAL X8;03/2020;123456813606;PARTO CESARIANA;3;13492,65
SAO PAULO;HOSPITAL X8;03/2020;123456813609;PARTO CESARIANA;3;12355,98
SAO PAULO;HOSPITAL X8;03/2020;123456813612;PARTO CESARIANA;3;20524,79
SAO PAULO;HOSPITAL X8;03/2020;123456813615;PARTO CESARIANA;3;11984,73
SAO PAULO;HOSPITAL X8;03/2020;123456813618;PARTO CESARIANA;4;13142,43
SAO PAULO;HOSPITAL X8;03/2020;123456813621;PARTO CESARIANA;3;13471,95
SAO PAULO;HOSPITAL X8;03/2020;123456813624;PARTO CESARIANA;3;12970,97
SAO PAULO;HOSPITAL X8;03/2020;123456813627;PARTO CESARIANA;3;13990,00
SAO PAULO;HOSPITAL X8;03/2020;123456813630;PARTO CESARIANA;3;13120,83
SAO PAULO;HOSPITAL X8;03/2020;123456813633;PARTO CESARIANA;3;13572,06
SAO PAULO;HOSPITAL X8;03/2020;123456813636;PARTO CESARIANA;3;13553,50
SAO PAULO;HOSPITAL X8;03/2020;123456813639;PARTO CESARIANA;3;13259,37
SAO PAULO;HOSPITAL X8;03/2020;123456813642;PARTO CESARIANA;4;13182,78
SAO PAULO;HOSPITAL X8;03/2020;123456813645;PARTO CESARIANA;3;14848,93
SAO PAULO;HOSPITAL X8;03/2020;123456813648;PARTO NORMAL;3;13852,62
SAO PAULO;HOSPITAL X8;03/2020;123456813651;PARTO CESARIANA;3;11730,96
SAO PAULO;HOSPITAL X8;03/2020;123456813654;PARTO CESARIANA;3;10924,27
SAO PAULO;HOSPITAL X8;03/2020;123456813657;PARTO CESARIANA;3;13682,06
SAO PAULO;HOSPITAL X8;03/2020;123456813660;PARTO NORMAL;3;14545,33
SAO PAULO;HOSPITAL X8;03/2020;123456813663;PARTO CESARIANA;3;13290,18
SAO PAULO;HOSPITAL X8;03/2020;123456813666;PARTO CESARIANA;3;14132,98
SAO PAULO;HOSPITAL X8;03/2020;123456813669;PARTO CESARIANA;3;13241,43
SAO PAULO;HOSPITAL X8;03/2020;123456813672;PARTO NORMAL;2;12356,62
SAO PAULO;HOSPITAL X8;03/2020;123456813675;PARTO CESARIANA;3;12266,82
SAO PAULO;HOSPITAL X8;03/2020;123456813678;PARTO CESARIANA;9;38701,92
SAO PAULO;HOSPITAL X8;03/2020;123456813681;PARTO CESARIANA;3;14164,74
SAO PAULO;HOSPITAL X8;03/2020;123456813684;PARTO CESARIANA;3;13241,43
SAO PAULO;HOSPITAL X8;03/2020;123456813687;PARTO CESARIANA;4;13634,60
SAO PAULO;HOSPITAL X8;03/2020;123456813690;PARTO CESARIANA;3;12242,66
SAO PAULO;HOSPITAL X8;03/2020;123456813693;PARTO NORMAL;3;12797,02
SAO PAULO;HOSPITAL X8;03/2020;123456813696;PARTO CESARIANA;3;13091,39
SAO PAULO;HOSPITAL X8;03/2020;123456813699;PARTO CESARIANA;3;17075,36
SAO PAULO;HOSPITAL X8;03/2020;123456813702;PARTO NORMAL;2;14067,97
SAO PAULO;HOSPITAL X8;03/2020;123456813705;PARTO CESARIANA;3;13151,97
SAO PAULO;HOSPITAL X8;03/2020;123456813708;PARTO CESARIANA;3;13194,43
SAO PAULO;HOSPITAL X8;03/2020;123456813711;PARTO CESARIANA;6;46243,96
SAO PAULO;HOSPITAL X8;03/2020;123456813714;PARTO CESARIANA;2;13192,83
SAO PAULO;HOSPITAL X8;03/2020;123456813717;PARTO CESARIANA;2;13677,23
SAO PAULO;HOSPITAL X8;03/2020;123456813720;PARTO NORMAL;2;13150,98
SAO PAULO;HOSPITAL X8;03/2020;123456813723;PARTO NORMAL;2;14457,56
SAO PAULO;HOSPITAL X8;03/2020;123456813726;PARTO CESARIANA;5;33941,55
SAO PAULO;HOSPITAL X8;03/2020;123456813729;PARTO CESARIANA;3;14103,45
SAO PAULO;HOSPITAL X8;03/2020;123456813732;PARTO NORMAL;2;13046,43
SAO PAULO;HOSPITAL X8;03/2020;123456813735;PARTO CESARIANA;6;33275,74
SAO PAULO;HOSPITAL X8;03/2020;123456813738;PARTO CESARIANA;5;17346,20
SAO PAULO;HOSPITAL X8;03/2020;123456813741;PARTO CESARIANA;3;14446,20
SAO PAULO;HOSPITAL X8;03/2020;123456813744;PARTO CESARIANA;4;10683,59
SAO PAULO;HOSPITAL X8;03/2020;123456813747;PARTO CESARIANA;3;14671,59
SAO PAULO;HOSPITAL X8;03/2020;123456813750;PARTO CESARIANA;6;21485,35
SAO PAULO;HOSPITAL X8;03/2020;123456813753;PARTO CESARIANA;3;14461,74
SAO PAULO;HOSPITAL X8;03/2020;123456813756;PARTO NORMAL;3;13787,59
SAO PAULO;HOSPITAL X8;03/2020;123456813759;PARTO CESARIANA;3;15442,94
SAO PAULO;HOSPITAL X8;03/2020;123456813762;PARTO CESARIANA;3;14524,93
SAO PAULO;HOSPITAL X8;03/2020;123456813765;PARTO CESARIANA;3;12525,61
SAO PAULO;HOSPITAL X8;03/2020;123456813768;PARTO CESARIANA;3;14282,50
SAO PAULO;HOSPITAL X8;03/2020;123456813771;PARTO CESARIANA;2;14185,30
SAO PAULO;HOSPITAL X8;03/2020;123456813774;PARTO CESARIANA;3;12706,83
SAO PAULO;HOSPITAL X8;03/2020;123456813777;PARTO CESARIANA;3;13639,62
SAO PAULO;HOSPITAL X8;03/2020;123456813780;PARTO CESARIANA;3;13651,60
SAO PAULO;HOSPITAL X8;03/2020;123456813783;PARTO NORMAL;2;10878,93
SAO PAULO;HOSPITAL X8;03/2020;123456813786;PARTO CESARIANA;3;12262,71
SAO PAULO;HOSPITAL X8;03/2020;123456813789;PARTO NORMAL;3;14496,67
SAO PAULO;HOSPITAL X8;03/2020;123456813792;PARTO CESARIANA;3;17094,08
SAO PAULO;HOSPITAL X8;03/2020;123456813795;PARTO CESARIANA;2;12812,59
SAO PAULO;HOSPITAL X8;03/2020;123456813798;PARTO CESARIANA;2;13526,22
SAO PAULO;HOSPITAL X8;03/2020;123456813801;PARTO CESARIANA;4;13207,63
SAO PAULO;HOSPITAL X8;03/2020;123456813804;PARTO NORMAL;3;14840,01
SAO PAULO;HOSPITAL X8;03/2020;123456813807;PARTO CESARIANA;3;11816,43
SAO PAULO;HOSPITAL X8;03/2020;123456813810;PARTO NORMAL;2;14941,68
SAO PAULO;HOSPITAL X8;03/2020;123456813813;PARTO NORMAL;4;20603,96
SAO PAULO;HOSPITAL X8;03/2020;123456813816;PARTO CESARIANA;2;13261,99
SAO PAULO;HOSPITAL X8;03/2020;123456813819;PARTO CESARIANA;2;11832,57
SAO PAULO;HOSPITAL X8;03/2020;123456813822;PARTO CESARIANA;2;13291,63
SAO PAULO;HOSPITAL X8;03/2020;123456813825;PARTO CESARIANA;3;14032,20
SAO PAULO;HOSPITAL X8;03/2020;123456813828;PARTO CESARIANA;4;18350,06
SAO PAULO;HOSPITAL X8;03/2020;123456813831;PARTO CESARIANA;25;85559,32
SAO PAULO;HOSPITAL X8;03/2020;123456813834;PARTO CESARIANA;3;12010,83
SAO PAULO;HOSPITAL X8;03/2020;123456813837;PARTO CESARIANA;2;14164,74
SAO PAULO;HOSPITAL X8;03/2020;123456813840;PARTO CESARIANA;3;13609,61
SAO PAULO;HOSPITAL X8;03/2020;123456813843;PARTO CESARIANA;3;13007,05
SAO PAULO;HOSPITAL X8;03/2020;123456813846;PARTO CESARIANA;2;13733,98
SAO PAULO;HOSPITAL X8;03/2020;123456813849;PARTO CESARIANA;3;15248,29
SAO PAULO;HOSPITAL X8;03/2020;123456813852;PARTO CESARIANA;3;15009,07
SAO PAULO;HOSPITAL X8;03/2020;123456813855;PARTO CESARIANA;4;19929,39
SAO PAULO;HOSPITAL X8;03/2020;123456813858;PARTO CESARIANA;3;12286,83
SAO PAULO;HOSPITAL X8;03/2020;123456813861;PARTO CESARIANA;3;13747,22
SAO PAULO;HOSPITAL X8;03/2020;123456813864;PARTO CESARIANA;4;27556,53
SAO PAULO;HOSPITAL X8;03/2020;123456813867;PARTO CESARIANA;3;13446,57
SAO PAULO;HOSPITAL X8;03/2020;123456813870;PARTO CESARIANA;3;13063,02
SAO PAULO;HOSPITAL X8;03/2020;123456813873;PARTO CESARIANA;3;14079,78
SAO PAULO;HOSPITAL X8;03/2020;123456813876;PARTO CESARIANA;2;13241,15
SAO PAULO;HOSPITAL X8;03/2020;123456813879;PARTO CESARIANA;3;12617,60
SAO PAULO;HOSPITAL X8;03/2020;123456813882;PARTO CESARIANA;8;38584,76
SAO PAULO;HOSPITAL X8;03/2020;123456813885;PARTO CESARIANA;3;14307,88
SAO PAULO;HOSPITAL X8;03/2020;123456813888;PARTO CESARIANA;11;65145,90
SAO PAULO;HOSPITAL X8;03/2020;123456813891;PARTO CESARIANA;3;14059,61
SAO PAULO;HOSPITAL X8;03/2020;123456813894;PARTO NORMAL;2;15501,19
SAO PAULO;HOSPITAL X8;03/2020;123456813897;PARTO CESARIANA;3;12450,52
SAO PAULO;HOSPITAL X8;03/2020;123456813900;PARTO CESARIANA;3;10735,74
SAO PAULO;HOSPITAL X8;03/2020;123456813903;PARTO CESARIANA;3;13920,72
SAO PAULO;HOSPITAL X8;03/2020;123456813906;PARTO CESARIANA;3;14454,03
SAO PAULO;HOSPITAL X8;03/2020;123456813909;PARTO CESARIANA;4;17394,19
SAO PAULO;HOSPITAL X8;03/2020;123456813912;PARTO CESARIANA;3;18502,85
ESPIRITO SANTO;HOSPITAL X80;03/2020;123456813915;PARTO CESARIANA;2;4875,26
ESPIRITO SANTO;HOSPITAL X80;03/2020;123456813918;PARTO CESARIANA;2;5201,84
ESPIRITO SANTO;HOSPITAL X80;03/2020;123456813921;PARTO CESARIANA;2;5701,90
SAO PAULO;HOSPITAL X82;03/2020;123456813924;PARTO CESARIANA;2;3996,27
SAO PAULO;HOSPITAL X82;03/2020;123456813927;PARTO CESARIANA;3;3205,31
SAO PAULO;HOSPITAL X82;03/2020;123456813930;PARTO CESARIANA;2;3169,06
SAO PAULO;HOSPITAL X82;03/2020;123456813933;PARTO NORMAL;2;3508,96
SAO PAULO;HOSPITAL X82;03/2020;123456813936;PARTO CESARIANA;10;23632,39
SAO PAULO;HOSPITAL X82;03/2020;123456813939;PARTO CESARIANA;4;8127,23
SAO PAULO;HOSPITAL X82;03/2020;123456813942;PARTO CESARIANA;3;3169,06
SAO PAULO;HOSPITAL X82;03/2020;123456813945;PARTO CESARIANA;3;3169,06
SAO PAULO;HOSPITAL X82;03/2020;123456813948;PARTO CESARIANA;2;3996,27
MINAS GERAIS;HOSPITAL X83;03/2020;123456813951;PARTO NORMAL;2;6442,66
MINAS GERAIS;HOSPITAL X83;03/2020;123456813954;PARTO CESARIANA;2;3714,67
MINAS GERAIS;HOSPITAL X83;03/2020;123456813957;PARTO NORMAL;2;9373,83
SAO PAULO;HOSPITAL X85;03/2020;123456813960;PARTO CESARIANA;3;10168,74
SAO PAULO;HOSPITAL X86;03/2020;123456813963;PARTO CESARIANA;2;7204,60
SAO PAULO;HOSPITAL X86;03/2020;123456813966;PARTO CESARIANA;2;6913,70
SAO PAULO;HOSPITAL X86;03/2020;123456813969;PARTO CESARIANA;2;7211,86
SAO PAULO;HOSPITAL X86;03/2020;123456813972;PARTO CESARIANA;2;7075,70
PARANA;HOSPITAL X87;03/2020;123456813975;PARTO CESARIANA;2;3202,85
PARANA;HOSPITAL X87;03/2020;123456813978;PARTO NORMAL;2;3084,77
PARANA;HOSPITAL X87;03/2020;123456813981;PARTO CESARIANA;2;4227,21
PARANA;HOSPITAL X87;03/2020;123456813984;PARTO CESARIANA;2;3708,53
PARANA;HOSPITAL X87;03/2020;123456813987;PARTO CESARIANA;2;4171,36
PARANA;HOSPITAL X87;03/2020;123456813990;PARTO CESARIANA;2;5475,72
PARANA;HOSPITAL X87;03/2020;123456813993;PARTO CESARIANA;2;4914,73
PARANA;HOSPITAL X87;03/2020;123456813996;PARTO CESARIANA;2;5185,64
PARANA;HOSPITAL X87;03/2020;123456813999;PARTO NORMAL;2;6707,31
PARANA;HOSPITAL X87;03/2020;123456814002;PARTO CESARIANA;2;4414,23
PARANA;HOSPITAL X87;03/2020;123456814005;PARTO CESARIANA;2;6226,05
PARANA;HOSPITAL X87;03/2020;123456814008;PARTO CESARIANA;2;6218,54
PARANA;HOSPITAL X87;03/2020;123456814011;PARTO CESARIANA;2;5932,84
PARANA;HOSPITAL X87;03/2020;123456814014;PARTO NORMAL;3;5407,50
PARANA;HOSPITAL X87;03/2020;123456814017;PARTO CESARIANA;2;5580,33
PARANA;HOSPITAL X87;03/2020;123456814020;PARTO NORMAL;2;5158,35
PARANA;HOSPITAL X87;03/2020;123456814023;PARTO CESARIANA;2;6136,16
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814026;PARTO CESARIANA;2;10691,93
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814029;PARTO CESARIANA;37;24548,54
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814032;PARTO NORMAL;3;10563,39
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814035;PARTO NORMAL;2;9467,34
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814038;PARTO NORMAL;1;8047,75
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814041;PARTO NORMAL;2;10204,04
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814044;PARTO CESARIANA;2;7137,09
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814047;PARTO CESARIANA;2;8322,94
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814050;PARTO NORMAL;1;10953,67
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814053;PARTO NORMAL;1;7244,51
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814056;PARTO CESARIANA;2;9612,09
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814059;PARTO CESARIANA;2;9641,93
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814062;PARTO CESARIANA;2;8085,22
RIO DE JANEIRO;HOSPITAL X88;03/2020;123456814065;PARTO CESARIANA;2;8196,36
SAO PAULO;HOSPITAL X9;03/2020;123456814068;PARTO CESARIANA;3;24310,83
SAO PAULO;HOSPITAL X9;03/2020;123456814071;PARTO CESARIANA;3;16644,73
SAO PAULO;HOSPITAL X9;03/2020;123456814074;PARTO CESARIANA;3;16074,67
SAO PAULO;HOSPITAL X9;03/2020;123456814077;PARTO CESARIANA;3;15260,76
SAO PAULO;HOSPITAL X9;03/2020;123456814080;PARTO CESARIANA;4;21568,76
SAO PAULO;HOSPITAL X9;03/2020;123456814083;PARTO CESARIANA;3;13770,68
SAO PAULO;HOSPITAL X9;03/2020;123456814086;PARTO CESARIANA;3;22156,53
SAO PAULO;HOSPITAL X9;03/2020;123456814089;PARTO CESARIANA;3;26183,42
SAO PAULO;HOSPITAL X9;03/2020;123456814092;PARTO CESARIANA;2;12098,21
